feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	zonder_basisGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep
19xa40060	1	0	17	9	9	8	<10	7	9	9	3	<10	10	0	0	10	>=9	5	4	6	4	<8	2	5	3	0	<5
19xa21806	1	1	26	6	3	14	>=14	17	5	3	12	10-13	9	1	0	9	>=9	9	3	3	8	8-11	8	2	0	7	>=7
19xa36915	1	0	9	5	21	4	<10	5	4	16	3	<10	4	1	5	4	<7	2	2	11	1	<8	3	2	5	2	<5
19xa66183	1	1	31	3	1	17	>=14	21	3	1	16	>=14	10	0	0	10	>=9	12	2	1	11	8-11	9	1	0	9	>=7
19xa23380	1	1	24	1	10	14	>=14	15	0	10	12	10-13	9	1	0	9	>=9	6	0	9	6	<8	9	0	1	9	>=7
19xa28254	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	14	1	0	14	>=12	9	1	0	9	>=7
19xa66609	1	1	18	4	13	10	10-13	11	3	11	8	<10	7	1	2	7	7-8	5	0	10	5	<8	6	3	1	5	5-7
19xa81693	1	1	20	6	9	10	10-13	12	6	7	8	<10	8	0	2	8	7-8	5	5	5	3	<8	7	1	2	7	>=7
19xa68420	1	0	8	14	13	2	<10	5	8	12	2	<10	3	6	1	1	<7	3	6	6	1	<8	2	2	6	1	<5
19xa83597	1	0	15	8	12	7	<10	6	7	12	3	<10	9	1	0	9	>=9	1	4	10	0	<8	5	3	2	4	<5
19xa97518	1	0	15	16	4	6	<10	8	14	3	3	<10	7	2	1	6	<7	2	12	1	0	<8	6	2	2	5	5-7
19xa33323	1	0	5	1	29	3	<10	0	1	24	0	<10	5	0	5	5	<7	0	1	14	0	<8	0	0	10	0	<5
19xa59056	1	1	31	2	2	17	>=14	21	2	2	16	>=14	10	0	0	10	>=9	12	1	2	12	>=12	9	1	0	9	>=7
19xa50113	1	1	21	8	6	10	10-13	12	7	6	8	<10	9	1	0	9	>=9	7	2	6	6	<8	5	5	0	3	<5
19xa42579	1	1	24	8	3	12	10-13	15	7	3	10	10-13	9	1	0	9	>=9	9	4	2	8	8-11	6	3	1	5	5-7
19xa51638	1	1	24	6	5	13	10-13	14	6	5	10	10-13	10	0	0	10	>=9	8	3	4	7	<8	6	3	1	5	5-7
19xa74805	1	1	27	1	7	15	>=14	17	1	7	13	10-13	10	0	0	10	>=9	7	1	7	7	<8	10	0	0	10	>=7
19xa36104	1	0	13	3	19	7	<10	5	2	18	3	<10	8	1	1	8	7-8	4	1	10	4	<8	1	1	8	1	<5
19xa62177	1	1	29	3	3	16	>=14	19	3	3	14	>=14	10	0	0	10	>=9	10	2	3	9	8-11	9	1	0	9	>=7
19xa68575	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12	10	0	0	10	>=7
19xa88436	1	1	31	4	0	17	>=14	22	3	0	17	>=14	9	1	0	9	>=9	13	2	0	12	>=12	9	1	0	9	>=7
19xa49450	1	1	28	7	0	15	>=14	19	6	0	14	>=14	9	1	0	9	>=9	12	3	0	11	8-11	7	3	0	6	5-7
19xa88449	1	0	18	10	7	8	<10	10	9	6	6	<10	8	1	1	8	7-8	6	5	4	4	<8	4	4	2	3	<5
19xa37929	1	1	29	4	2	16	>=14	21	2	2	16	>=14	8	2	0	7	7-8	14	0	1	14	>=12	7	2	1	6	5-7
19xa63444	1	0	18	5	12	9	<10	9	5	11	6	<10	9	0	1	9	>=9	6	2	7	5	<8	3	3	4	2	<5
19xa74602	1	1	25	6	4	13	10-13	16	6	3	11	10-13	9	0	1	9	>=9	9	4	2	8	8-11	7	2	1	6	5-7
19xa34006	1	1	30	4	1	16	>=14	21	4	0	16	>=14	9	0	1	9	>=9	13	2	0	12	>=12	8	2	0	7	>=7
19xa10049	1	1	30	4	1	16	>=14	21	3	1	16	>=14	9	1	0	9	>=9	12	2	1	11	8-11	9	1	0	9	>=7
19xa36448	1	1	26	2	7	14	>=14	19	2	4	15	>=14	7	0	3	7	7-8	10	1	4	10	8-11	9	1	0	9	>=7
19xa79573	1	1	31	3	1	17	>=14	21	3	1	16	>=14	10	0	0	10	>=9	13	1	1	13	>=12	8	2	0	7	>=7
19xa84749	1	0	20	15	0	9	<10	15	10	0	9	<10	5	5	0	3	<7	8	7	0	6	<8	7	3	0	6	5-7
19xa26459	1	1	24	5	6	13	10-13	16	5	4	11	10-13	8	0	2	8	7-8	10	2	3	9	8-11	6	3	1	5	5-7
19xa46597	1	1	25	4	6	14	>=14	16	4	5	12	10-13	9	0	1	9	>=9	8	3	4	7	<8	8	1	1	8	>=7
19xa24589	1	0	17	7	11	8	<10	8	7	10	5	<10	9	0	1	9	>=9	5	2	8	4	<8	3	5	2	1	<5
19xa97807	1	1	31	4	0	17	>=14	22	3	0	17	>=14	9	1	0	9	>=9	12	3	0	11	8-11	10	0	0	10	>=7
19xa80822	1	1	31	4	0	17	>=14	22	3	0	17	>=14	9	1	0	9	>=9	14	1	0	14	>=12	8	2	0	7	>=7
19xa77181	1	1	29	6	0	15	>=14	20	5	0	15	>=14	9	1	0	9	>=9	13	2	0	12	>=12	7	3	0	6	5-7
19xa15228	1	0	19	10	6	9	<10	12	9	4	7	<10	7	1	2	7	7-8	4	7	4	2	<8	8	2	0	7	>=7
19xa23042	1	1	31	4	0	17	>=14	22	3	0	17	>=14	9	1	0	9	>=9	14	1	0	14	>=12	8	2	0	7	>=7
19xa50936	1	1	21	10	4	10	10-13	13	8	4	8	<10	8	2	0	7	7-8	7	4	4	6	<8	6	4	0	5	5-7
19xa10760	1	1	26	6	3	14	>=14	18	4	3	13	10-13	8	2	0	7	7-8	10	2	3	9	8-11	8	2	0	7	>=7
19xa51369	1	1	22	5	8	12	10-13	13	4	8	9	<10	9	1	0	9	>=9	8	3	4	7	<8	5	1	4	5	5-7
19xa40777	1	0	17	11	7	8	<10	11	7	7	7	<10	6	4	0	5	<7	5	3	7	4	<8	6	4	0	5	5-7
19xa82057	1	1	33	1	1	19	>=14	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12	10	0	0	10	>=7
19xa58354	1	1	23	8	4	12	10-13	15	6	4	10	10-13	8	2	0	7	7-8	10	2	3	9	8-11	5	4	1	4	<5
19xa40762	1	1	23	7	5	12	10-13	14	6	5	10	10-13	9	1	0	9	>=9	10	3	2	9	8-11	4	3	3	3	<5
19xa12722	1	1	27	8	0	14	>=14	17	8	0	11	10-13	10	0	0	10	>=9	10	5	0	8	8-11	7	3	0	6	5-7
19xa90717	1	0	11	9	15	5	<10	8	8	9	4	<10	3	1	6	3	<7	3	4	8	2	<8	5	4	1	4	<5
19xa27904	1	1	29	3	3	16	>=14	19	3	3	14	>=14	10	0	0	10	>=9	12	1	2	12	>=12	7	2	1	6	5-7
19xa58121	1	1	26	7	2	14	>=14	18	5	2	13	10-13	8	2	0	7	7-8	10	3	2	9	8-11	8	2	0	7	>=7
19xa37554	1	1	27	8	0	14	>=14	18	7	0	13	10-13	9	1	0	9	>=9	11	4	0	10	8-11	7	3	0	6	5-7
19xa51692	1	1	25	4	6	14	>=14	19	2	4	15	>=14	6	2	2	5	<7	9	2	4	8	8-11	10	0	0	10	>=7
19xa14074	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12	10	0	0	10	>=7
19xa31968	1	1	23	7	5	12	10-13	15	5	5	11	10-13	8	2	0	7	7-8	8	2	5	7	<8	7	3	0	6	5-7
19xa92386	1	1	22	7	6	11	10-13	14	5	6	10	10-13	8	2	0	7	7-8	8	3	4	7	<8	6	2	2	5	5-7
19xa16993	1	1	25	7	3	13	10-13	17	6	2	12	10-13	8	1	1	8	7-8	11	4	0	10	8-11	6	2	2	5	5-7
19xa52480	1	1	29	6	0	15	>=14	19	6	0	14	>=14	10	0	0	10	>=9	11	4	0	10	8-11	8	2	0	7	>=7
19xa73386	1	1	19	5	11	10	10-13	15	2	8	11	10-13	4	3	3	3	<7	8	0	7	8	8-11	7	2	1	6	5-7
19xa58996	1	1	21	10	4	10	10-13	13	8	4	8	<10	8	2	0	7	7-8	6	5	4	4	<8	7	3	0	6	5-7
19xa27238	1	1	23	6	6	12	10-13	14	5	6	10	10-13	9	1	0	9	>=9	10	2	3	9	8-11	4	3	3	3	<5
19xa60838	1	0	16	7	12	8	<10	8	5	12	5	<10	8	2	0	7	7-8	3	2	10	2	<8	5	3	2	4	<5
19xa15782	1	0	17	18	0	6	<10	10	15	0	4	<10	7	3	0	6	<7	6	9	0	3	<8	4	6	0	2	<5
19xa59899	1	0	18	8	9	9	<10	9	8	8	5	<10	9	0	1	9	>=9	4	3	8	3	<8	5	5	0	3	<5
19xa58140	1	1	27	3	5	15	>=14	19	2	4	15	>=14	8	1	1	8	7-8	12	1	2	12	>=12	7	1	2	7	>=7
19xa82862	1	1	22	6	7	11	10-13	13	6	6	9	<10	9	0	1	9	>=9	7	3	5	6	<8	6	3	1	5	5-7
19xa29572	1	1	19	6	10	10	10-13	10	6	9	6	<10	9	0	1	9	>=9	8	2	5	7	<8	2	4	4	1	<5
19xa34058	1	1	23	3	9	13	10-13	15	3	7	11	10-13	8	0	2	8	7-8	10	0	5	10	8-11	5	3	2	4	<5
19xa35323	1	0	12	17	6	4	<10	8	13	4	3	<10	4	4	2	3	<7	2	9	4	0	<8	6	4	0	5	5-7
19xa94414	1	1	30	4	1	16	>=14	21	3	1	16	>=14	9	1	0	9	>=9	13	2	0	12	>=12	8	1	1	8	>=7
19xa99599	1	0	20	13	2	9	<10	11	12	2	6	<10	9	1	0	9	>=9	5	8	2	2	<8	6	4	0	5	5-7
19xa21680	1	1	22	3	10	12	10-13	14	3	8	10	10-13	8	0	2	8	7-8	9	2	4	8	8-11	5	1	4	5	5-7
19xa18586	1	1	25	2	8	14	>=14	17	2	6	13	10-13	8	0	2	8	7-8	11	1	3	11	8-11	6	1	3	6	5-7
19xa39243	1	0	17	14	4	7	<10	9	12	4	4	<10	8	2	0	7	7-8	5	6	4	3	<8	4	6	0	2	<5
19xa13104	1	1	21	7	7	11	10-13	13	5	7	9	<10	8	2	0	7	7-8	8	4	3	7	<8	5	1	4	5	5-7
19xa22375	1	1	19	2	14	10	10-13	10	2	13	7	<10	9	0	1	9	>=9	8	2	5	7	<8	2	0	8	2	<5
19xa46160	1	1	28	4	3	15	>=14	18	4	3	13	10-13	10	0	0	10	>=9	9	3	3	8	8-11	9	1	0	9	>=7
19xa17516	1	0	15	20	0	5	<10	10	15	0	4	<10	5	5	0	3	<7	5	10	0	2	<8	5	5	0	3	<5
19xa75076	1	1	27	6	2	14	>=14	19	5	1	14	>=14	8	1	1	8	7-8	11	3	1	10	8-11	8	2	0	7	>=7
19xa92873	1	1	28	5	2	15	>=14	18	5	2	13	10-13	10	0	0	10	>=9	10	3	2	9	8-11	8	2	0	7	>=7
19xa53413	1	0	18	13	4	8	<10	11	11	3	6	<10	7	2	1	6	<7	11	3	1	10	8-11	0	8	2	0	<5
19xa24817	1	1	21	6	8	11	10-13	11	6	8	7	<10	10	0	0	10	>=9	6	3	6	5	<8	5	3	2	4	<5
19xa42376	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	13	2	0	12	>=12	8	2	0	7	>=7
19xa28247	1	1	21	9	5	10	10-13	13	8	4	8	<10	8	1	1	8	7-8	7	4	4	6	<8	6	4	0	5	5-7
19xa53072	1	1	23	7	5	12	10-13	15	6	4	10	10-13	8	1	1	8	7-8	9	2	4	8	8-11	6	4	0	5	5-7
19xa93764	1	0	19	8	8	9	<10	12	7	6	8	<10	7	1	2	7	7-8	9	2	4	8	8-11	3	5	2	1	<5
19xa87651	1	1	28	6	1	15	>=14	18	6	1	13	10-13	10	0	0	10	>=9	11	3	1	10	8-11	7	3	0	6	5-7
19xa43210	1	1	28	7	0	15	>=14	19	6	0	14	>=14	9	1	0	9	>=9	11	4	0	10	8-11	8	2	0	7	>=7
19xa96956	1	1	22	9	4	11	10-13	12	9	4	7	<10	10	0	0	10	>=9	8	3	4	7	<8	4	6	0	2	<5
19xa85935	1	1	23	6	6	12	10-13	13	6	6	9	<10	10	0	0	10	>=9	8	3	4	7	<8	5	3	2	4	<5
19xa23348	1	0	1	0	34	1	<10	0	0	25	0	<10	1	0	9	1	<7	0	0	15	0	<8	0	0	10	0	<5
19xa60649	1	1	24	4	7	13	10-13	15	3	7	11	10-13	9	1	0	9	>=9	8	2	5	7	<8	7	1	2	7	>=7
19xa77224	1	1	28	3	4	15	>=14	19	2	4	15	>=14	9	1	0	9	>=9	13	1	1	13	>=12	6	1	3	6	5-7
19xa81460	1	1	25	3	7	14	>=14	16	3	6	12	10-13	9	0	1	9	>=9	9	1	5	9	8-11	7	2	1	6	5-7
19xa41300	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	13	2	0	12	>=12	8	2	0	7	>=7
19xa75228	1	1	22	4	9	12	10-13	13	4	8	9	<10	9	0	1	9	>=9	7	3	5	6	<8	6	1	3	6	5-7
19xa78466	1	1	27	1	7	15	>=14	17	1	7	13	10-13	10	0	0	10	>=9	8	1	6	8	8-11	9	0	1	9	>=7
19xa78519	1	1	27	3	5	15	>=14	17	3	5	13	10-13	10	0	0	10	>=9	10	2	3	9	8-11	7	1	2	7	>=7
19xa33218	1	0	17	11	7	8	<10	11	8	6	7	<10	6	3	1	5	<7	5	4	6	4	<8	6	4	0	5	5-7
19xa72013	1	0	17	7	11	8	<10	11	5	9	7	<10	6	2	2	5	<7	4	3	8	3	<8	7	2	1	6	5-7
19xa86817	1	1	20	7	8	10	10-13	10	7	8	6	<10	10	0	0	10	>=9	6	1	8	6	<8	4	6	0	2	<5
19xa60674	1	1	25	8	2	13	10-13	16	7	2	11	10-13	9	1	0	9	>=9	9	4	2	8	8-11	7	3	0	6	5-7
19xa87224	1	1	21	7	7	11	10-13	12	7	6	8	<10	9	0	1	9	>=9	8	2	5	7	<8	4	5	1	2	<5
19xa43692	1	1	27	8	0	14	>=14	18	7	0	13	10-13	9	1	0	9	>=9	10	5	0	8	8-11	8	2	0	7	>=7
19xa89985	1	0	19	9	7	9	<10	12	8	5	7	<10	7	1	2	7	7-8	6	6	3	4	<8	6	2	2	5	5-7
19xa25640	1	0	20	15	0	9	<10	13	12	0	7	<10	7	3	0	6	<7	6	9	0	3	<8	7	3	0	6	5-7
19xa89851	1	0	15	3	17	8	<10	7	3	15	5	<10	8	0	2	8	7-8	5	1	9	5	<8	2	2	6	1	<5
19xa42882	1	1	29	6	0	15	>=14	19	6	0	14	>=14	10	0	0	10	>=9	11	4	0	10	8-11	8	2	0	7	>=7
19xa28626	1	1	31	1	3	18	>=14	21	1	3	17	>=14	10	0	0	10	>=9	15	0	0	15	>=12	6	1	3	6	5-7
19xa71052	1	1	22	7	6	11	10-13	12	7	6	8	<10	10	0	0	10	>=9	9	4	2	8	8-11	3	3	4	2	<5
19xa81346	1	1	24	8	3	12	10-13	15	7	3	10	10-13	9	1	0	9	>=9	9	3	3	8	8-11	6	4	0	5	5-7
19xa19555	1	0	13	8	14	6	<10	5	7	13	2	<10	8	1	1	8	7-8	3	3	9	2	<8	2	4	4	1	<5
19xa10818	1	1	29	5	1	16	>=14	19	5	1	14	>=14	10	0	0	10	>=9	11	3	1	10	8-11	8	2	0	7	>=7
19xa84409	1	0	17	7	11	8	<10	7	7	11	4	<10	10	0	0	10	>=9	2	5	8	0	<8	5	2	3	4	<5
19xa72839	1	1	31	0	4	18	>=14	22	0	3	18	>=14	9	0	1	9	>=9	12	0	3	12	>=12	10	0	0	10	>=7
19xa95921	1	0	11	22	2	2	<10	6	17	2	0	<10	5	5	0	3	<7	3	10	2	0	<8	3	7	0	1	<5
19xa44001	1	1	25	7	3	13	10-13	16	6	3	11	10-13	9	1	0	9	>=9	7	5	3	5	<8	9	1	0	9	>=7
19xa36702	1	1	22	7	6	11	10-13	16	5	4	11	10-13	6	2	2	5	<7	7	4	4	6	<8	9	1	0	9	>=7
19xa25316	1	1	24	6	5	13	10-13	16	4	5	12	10-13	8	2	0	7	7-8	10	2	3	9	8-11	6	2	2	5	5-7
19xa62299	1	1	22	3	10	12	10-13	13	2	10	10	10-13	9	1	0	9	>=9	7	0	8	7	<8	6	2	2	5	5-7
19xa31270	1	1	21	7	7	11	10-13	14	5	6	10	10-13	7	2	1	6	<7	6	3	6	5	<8	8	2	0	7	>=7
19xa80865	1	1	32	0	3	18	>=14	22	0	3	18	>=14	10	0	0	10	>=9	14	0	1	14	>=12	8	0	2	8	>=7
19xa23650	1	1	32	3	0	18	>=14	22	3	0	17	>=14	10	0	0	10	>=9	13	2	0	12	>=12	9	1	0	9	>=7
19xa25778	1	1	24	8	3	12	10-13	15	7	3	10	10-13	9	1	0	9	>=9	9	4	2	8	8-11	6	3	1	5	5-7
19xa72952	1	1	19	4	12	10	10-13	11	3	11	8	<10	8	1	1	8	7-8	5	1	9	5	<8	6	2	2	5	5-7
19xa87040	1	1	25	8	2	13	10-13	17	7	1	12	10-13	8	1	1	8	7-8	10	5	0	8	8-11	7	2	1	6	5-7
19xa74662	1	0	16	4	15	8	<10	6	4	15	4	<10	10	0	0	10	>=9	4	2	9	3	<8	2	2	6	1	<5
19xa69748	1	1	32	3	0	18	>=14	22	3	0	17	>=14	10	0	0	10	>=9	13	2	0	12	>=12	9	1	0	9	>=7
19xa70522	1	1	24	7	4	12	10-13	17	5	3	12	10-13	7	2	1	6	<7	10	4	1	9	8-11	7	1	2	7	>=7
19xa68756	1	0	9	20	6	1	<10	6	13	6	1	<10	3	7	0	1	<7	3	9	3	0	<8	3	4	3	2	<5
19xa55741	1	1	21	6	8	11	10-13	12	5	8	8	<10	9	1	0	9	>=9	6	3	6	5	<8	6	2	2	5	5-7
19xa43348	1	1	24	4	7	13	10-13	14	4	7	10	10-13	10	0	0	10	>=9	5	3	7	4	<8	9	1	0	9	>=7
19xa93165	1	1	29	3	3	16	>=14	19	3	3	14	>=14	10	0	0	10	>=9	10	3	2	9	8-11	9	0	1	9	>=7
19xa11021	1	0	19	11	5	9	<10	12	10	3	7	<10	7	1	2	7	7-8	6	6	3	4	<8	6	4	0	5	5-7
19xa77531	1	0	19	10	6	9	<10	11	9	5	6	<10	8	1	1	8	7-8	5	5	5	3	<8	6	4	0	5	5-7
19xa42600	1	0	14	10	11	6	<10	8	8	9	4	<10	6	2	2	5	<7	3	5	7	1	<8	5	3	2	4	<5
19xa59798	1	1	21	7	7	11	10-13	12	6	7	8	<10	9	1	0	9	>=9	7	3	5	6	<8	5	3	2	4	<5
19xa80454	1	1	30	5	0	16	>=14	22	3	0	17	>=14	8	2	0	7	7-8	13	2	0	12	>=12	9	1	0	9	>=7
19xa23434	1	1	27	6	2	14	>=14	19	4	2	14	>=14	8	2	0	7	7-8	10	3	2	9	8-11	9	1	0	9	>=7
19xa44373	1	0	19	12	4	9	<10	10	12	3	5	<10	9	0	1	9	>=9	7	6	2	5	<8	3	6	1	1	<5
19xa28389	1	1	22	8	5	11	10-13	13	7	5	9	<10	9	1	0	9	>=9	7	4	4	6	<8	6	3	1	5	5-7
19xa53737	1	1	30	1	4	17	>=14	20	1	4	16	>=14	10	0	0	10	>=9	14	1	0	14	>=12	6	0	4	6	5-7
19xa35491	1	0	15	9	11	7	<10	6	8	11	3	<10	9	1	0	9	>=9	3	5	7	1	<8	3	3	4	2	<5
19xa11688	1	0	14	11	10	6	<10	7	8	10	3	<10	7	3	0	6	<7	5	3	7	4	<8	2	5	3	0	<5
19xa97264	1	0	11	9	15	5	<10	5	8	12	2	<10	6	1	3	6	<7	2	4	9	1	<8	3	4	3	2	<5
19xa77847	1	1	22	13	0	10	10-13	13	12	0	7	<10	9	1	0	9	>=9	8	7	0	6	<8	5	5	0	3	<5
19xa79949	1	1	21	6	8	11	10-13	12	5	8	8	<10	9	1	0	9	>=9	7	2	6	6	<8	5	3	2	4	<5
19xa23216	1	1	23	12	0	11	10-13	14	11	0	8	<10	9	1	0	9	>=9	8	7	0	6	<8	6	4	0	5	5-7
19xa82910	1	1	27	4	4	15	>=14	18	3	4	14	>=14	9	1	0	9	>=9	10	2	3	9	8-11	8	1	1	8	>=7
19xa55722	1	1	30	2	3	17	>=14	21	1	3	17	>=14	9	1	0	9	>=9	12	0	3	12	>=12	9	1	0	9	>=7
19xa45228	1	0	12	9	14	5	<10	7	5	13	4	<10	5	4	1	4	<7	5	2	8	4	<8	2	3	5	1	<5
19xa63363	1	1	26	8	1	13	10-13	17	7	1	12	10-13	9	1	0	9	>=9	9	5	1	7	<8	8	2	0	7	>=7
19xa68797	1	1	25	5	5	13	10-13	15	5	5	11	10-13	10	0	0	10	>=9	10	3	2	9	8-11	5	2	3	4	<5
19xa82030	1	1	22	10	3	11	10-13	16	7	2	11	10-13	6	3	1	5	<7	8	5	2	6	<8	8	2	0	7	>=7
19xa94917	1	0	19	16	0	8	<10	13	12	0	7	<10	6	4	0	5	<7	6	9	0	3	<8	7	3	0	6	5-7
19xa65702	1	1	27	8	0	14	>=14	17	8	0	11	10-13	10	0	0	10	>=9	9	6	0	7	<8	8	2	0	7	>=7
19xa98835	1	1	28	6	1	15	>=14	18	6	1	13	10-13	10	0	0	10	>=9	10	4	1	9	8-11	8	2	0	7	>=7
19xa65373	1	0	15	20	0	5	<10	7	18	0	1	<10	8	2	0	7	7-8	4	11	0	0	<8	3	7	0	1	<5
19xa19249	1	0	17	18	0	6	<10	12	13	0	6	<10	5	5	0	3	<7	5	10	0	2	<8	7	3	0	6	5-7
19xa20052	1	1	25	3	7	14	>=14	17	2	6	13	10-13	8	1	1	8	7-8	10	0	5	10	8-11	7	2	1	6	5-7
