feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	zonder_basisGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep
19bw97941	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	15	0	0	15	>=12	9	1	0	9	>=7
19bw73192	1	1	26	4	5	14	>=14	18	3	4	14	>=14	8	1	1	8	7-8	11	3	1	10	8-11	7	0	3	7	>=7
19bw84506	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	14	1	0	14	>=12	7	3	0	6	5-7
19bw47084	1	0	25	10	0	12	10-13	15	10	0	9	<10	10	0	0	10	>=9	9	6	0	7	<8	6	4	0	5	5-7
19bw14435	1	1	29	6	0	15	>=14	21	4	0	16	>=14	8	2	0	7	7-8	13	2	0	12	>=12	8	2	0	7	>=7
19bw10264	1	1	31	2	2	17	>=14	22	1	2	17	>=14	9	1	0	9	>=9	12	1	2	12	>=12	10	0	0	10	>=7
19bw69061	1	1	33	1	1	19	>=14	23	1	1	18	>=14	10	0	0	10	>=9	14	0	1	14	>=12	9	1	0	9	>=7
19bw98021	1	1	33	1	1	19	>=14	23	1	1	18	>=14	10	0	0	10	>=9	13	1	1	13	>=12	10	0	0	10	>=7
19bw33840	1	1	23	3	9	13	10-13	14	3	8	10	10-13	9	0	1	9	>=9	8	1	6	8	8-11	6	2	2	5	5-7
19bw74748	1	0	21	14	0	9	<10	12	13	0	6	<10	9	1	0	9	>=9	8	7	0	6	<8	4	6	0	2	<5
19bw22986	1	1	28	7	0	15	>=14	19	6	0	14	>=14	9	1	0	9	>=9	14	1	0	14	>=12	5	5	0	3	<5
19bw23579	1	0	19	11	5	9	<10	9	11	5	4	<10	10	0	0	10	>=9	3	7	5	1	<8	6	4	0	5	5-7
19bw42433	1	1	32	2	1	18	>=14	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11	10	0	0	10	>=7
19bw68701	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	12	3	0	11	8-11	8	2	0	7	>=7
19bw77544	1	0	19	13	3	8	<10	10	12	3	5	<10	9	1	0	9	>=9	7	5	3	5	<8	3	7	0	1	<5
19bw84524	1	1	21	11	3	10	10-13	15	8	2	10	10-13	6	3	1	5	<7	8	5	2	6	<8	7	3	0	6	5-7
19bw93304	1	0	15	16	4	6	<10	12	12	1	6	<10	3	4	3	2	<7	5	9	1	2	<8	7	3	0	6	5-7
19bw40806	1	1	32	0	3	18	>=14	22	0	3	18	>=14	10	0	0	10	>=9	13	0	2	13	>=12	9	0	1	9	>=7
19bw62226	1	0	24	11	0	12	10-13	14	11	0	8	<10	10	0	0	10	>=9	9	6	0	7	<8	5	5	0	3	<5
19bw31119	1	0	14	20	1	4	<10	8	17	0	2	<10	6	3	1	5	<7	5	10	0	2	<8	3	7	0	1	<5
19bw30552	1	1	30	3	2	17	>=14	20	3	2	15	>=14	10	0	0	10	>=9	11	2	2	10	8-11	9	1	0	9	>=7
19bw81246	1	0	22	7	6	11	10-13	12	7	6	8	<10	10	0	0	10	>=9	9	1	5	9	8-11	3	6	1	1	<5
19bw29511	1	1	28	5	2	15	>=14	18	5	2	13	10-13	10	0	0	10	>=9	11	2	2	10	8-11	7	3	0	6	5-7
19bw72998	1	1	24	11	0	12	10-13	17	8	0	11	10-13	7	3	0	6	<7	8	7	0	6	<8	9	1	0	9	>=7
19bw33411	1	1	30	5	0	16	>=14	21	4	0	16	>=14	9	1	0	9	>=9	11	4	0	10	8-11	10	0	0	10	>=7
19bw25085	1	1	25	4	6	14	>=14	15	4	6	11	10-13	10	0	0	10	>=9	7	2	6	6	<8	8	2	0	7	>=7
19bw64542	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	11	4	0	10	8-11	9	1	0	9	>=7
19bw26789	1	1	28	3	4	15	>=14	18	3	4	14	>=14	10	0	0	10	>=9	12	2	1	11	8-11	6	1	3	6	5-7
19bw86609	1	0	18	9	8	9	<10	9	8	8	5	<10	9	1	0	9	>=9	5	4	6	4	<8	4	4	2	3	<5
19bw31919	1	1	25	7	3	13	10-13	16	6	3	11	10-13	9	1	0	9	>=9	10	3	2	9	8-11	6	3	1	5	5-7
19bw65011	1	0	18	15	2	7	<10	9	14	2	3	<10	9	1	0	9	>=9	5	8	2	2	<8	4	6	0	2	<5
19bw28996	1	1	27	6	2	14	>=14	17	6	2	12	10-13	10	0	0	10	>=9	11	3	1	10	8-11	6	3	1	5	5-7
19bw28554	1	1	25	5	5	13	10-13	18	2	5	14	>=14	7	3	0	6	<7	8	2	5	7	<8	10	0	0	10	>=7
19bw99906	1	1	32	1	2	18	>=14	22	1	2	17	>=14	10	0	0	10	>=9	12	1	2	12	>=12	10	0	0	10	>=7
19bw96224	1	1	31	2	2	17	>=14	21	2	2	16	>=14	10	0	0	10	>=9	12	2	1	11	8-11	9	0	1	9	>=7
19bw69372	1	1	29	5	1	16	>=14	19	5	1	14	>=14	10	0	0	10	>=9	10	4	1	9	8-11	9	1	0	9	>=7
19bw42539	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	11	4	0	10	8-11	10	0	0	10	>=7
19bw28834	1	1	28	7	0	15	>=14	19	6	0	14	>=14	9	1	0	9	>=9	14	1	0	14	>=12	5	5	0	3	<5
19bw79320	1	0	10	1	24	6	<10	0	1	24	0	<10	10	0	0	10	>=9	0	1	14	0	<8	0	0	10	0	<5
19bw36697	1	0	14	12	9	6	<10	7	11	7	3	<10	7	1	2	7	7-8	2	8	5	0	<8	5	3	2	4	<5
19bw23700	1	0	14	18	3	5	<10	10	12	3	5	<10	4	6	0	2	<7	4	8	3	1	<8	6	4	0	5	5-7
19bw67860	1	0	15	20	0	5	<10	10	15	0	4	<10	5	5	0	3	<7	6	9	0	3	<8	4	6	0	2	<5
19bw71653	1	1	31	4	0	17	>=14	22	3	0	17	>=14	9	1	0	9	>=9	12	3	0	11	8-11	10	0	0	10	>=7
19bw77382	1	0	22	13	0	10	10-13	13	12	0	7	<10	9	1	0	9	>=9	5	10	0	2	<8	8	2	0	7	>=7
19bw76298	1	0	21	5	9	11	10-13	12	4	9	9	<10	9	1	0	9	>=9	7	1	7	7	<8	5	3	2	4	<5
19bw22660	1	1	32	2	1	18	>=14	23	1	1	18	>=14	9	1	0	9	>=9	14	0	1	14	>=12	9	1	0	9	>=7
19bw90007	1	0	22	13	0	10	10-13	14	11	0	8	<10	8	2	0	7	7-8	9	6	0	7	<8	5	5	0	3	<5
19bw46624	1	1	28	4	3	15	>=14	19	3	3	14	>=14	9	1	0	9	>=9	10	2	3	9	8-11	9	1	0	9	>=7
19bw31497	1	1	24	6	5	13	10-13	16	5	4	11	10-13	8	1	1	8	7-8	9	2	4	8	8-11	7	3	0	6	5-7
19bw59155	1	1	28	5	2	15	>=14	18	5	2	13	10-13	10	0	0	10	>=9	9	5	1	7	<8	9	0	1	9	>=7
19bw10143	1	0	22	8	5	11	10-13	13	8	4	8	<10	9	0	1	9	>=9	7	4	4	6	<8	6	4	0	5	5-7
19bw45133	1	1	31	4	0	17	>=14	21	4	0	16	>=14	10	0	0	10	>=9	12	3	0	11	8-11	9	1	0	9	>=7
19bw12751	1	0	23	10	2	11	10-13	14	9	2	9	<10	9	1	0	9	>=9	8	6	1	6	<8	6	3	1	5	5-7
19bw17311	1	0	16	19	0	6	<10	8	17	0	2	<10	8	2	0	7	7-8	6	9	0	3	<8	2	8	0	0	<5
19bw92451	1	0	19	12	4	9	<10	12	9	4	7	<10	7	3	0	6	<7	8	3	4	7	<8	4	6	0	2	<5
19bw51813	1	1	26	9	0	13	10-13	17	8	0	11	10-13	9	1	0	9	>=9	9	6	0	7	<8	8	2	0	7	>=7
19bw79487	1	0	23	9	3	11	10-13	13	9	3	8	<10	10	0	0	10	>=9	10	2	3	9	8-11	3	7	0	1	<5
19bw89633	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	12	3	0	11	8-11	8	2	0	7	>=7
19bw31539	1	1	27	8	0	14	>=14	18	7	0	13	10-13	9	1	0	9	>=9	9	6	0	7	<8	9	1	0	9	>=7
19bw21310	1	0	25	10	0	12	10-13	15	10	0	9	<10	10	0	0	10	>=9	9	6	0	7	<8	6	4	0	5	5-7
19bw40945	1	1	27	5	3	14	>=14	17	5	3	12	10-13	10	0	0	10	>=9	9	4	2	8	8-11	8	1	1	8	>=7
19bw75286	1	0	22	13	0	10	10-13	13	12	0	7	<10	9	1	0	9	>=9	9	6	0	7	<8	4	6	0	2	<5
19bw47477	1	0	15	20	0	5	<10	10	15	0	4	<10	5	5	0	3	<7	5	10	0	2	<8	5	5	0	3	<5
19bw83537	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	13	2	0	12	>=12	10	0	0	10	>=7
19bw70271	1	0	19	9	7	9	<10	12	7	6	8	<10	7	2	1	6	<7	5	5	5	3	<8	7	2	1	6	5-7
19bw90749	1	1	32	1	2	18	>=14	22	1	2	17	>=14	10	0	0	10	>=9	14	0	1	14	>=12	8	1	1	8	>=7
19bw88958	1	1	25	1	9	14	>=14	15	1	9	12	10-13	10	0	0	10	>=9	7	1	7	7	<8	8	0	2	8	>=7
19bw71083	1	0	15	20	0	5	<10	7	18	0	1	<10	8	2	0	7	7-8	5	10	0	2	<8	2	8	0	0	<5
19bw93388	1	1	26	6	3	14	>=14	16	6	3	11	10-13	10	0	0	10	>=9	12	3	0	11	8-11	4	3	3	3	<5
19bw36428	1	0	10	14	11	3	<10	6	10	9	2	<10	4	4	2	3	<7	2	5	8	0	<8	4	5	1	2	<5
19bw57767	1	1	25	9	1	13	10-13	17	8	0	11	10-13	8	1	1	8	7-8	10	5	0	8	8-11	7	3	0	6	5-7
19bw65180	1	0	17	4	14	9	<10	8	3	14	6	<10	9	1	0	9	>=9	6	1	8	6	<8	2	2	6	1	<5
19bw12827	1	1	29	3	3	16	>=14	19	3	3	14	>=14	10	0	0	10	>=9	11	1	3	11	8-11	8	2	0	7	>=7
19bw33553	1	1	22	2	11	12	10-13	15	2	8	11	10-13	7	0	3	7	7-8	7	1	7	7	<8	8	1	1	8	>=7
19bw63285	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12	10	0	0	10	>=7
19bw73640	1	1	24	1	10	14	>=14	16	1	8	13	10-13	8	0	2	8	7-8	7	1	7	7	<8	9	0	1	9	>=7
19bw68611	1	1	25	8	2	13	10-13	16	8	1	11	10-13	9	0	1	9	>=9	10	4	1	9	8-11	6	4	0	5	5-7
19bw61679	1	1	30	3	2	17	>=14	20	3	2	15	>=14	10	0	0	10	>=9	12	2	1	11	8-11	8	1	1	8	>=7
19bw64855	1	1	29	5	1	16	>=14	19	5	1	14	>=14	10	0	0	10	>=9	10	4	1	9	8-11	9	1	0	9	>=7
19bw76388	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	15	0	0	15	>=12	9	1	0	9	>=7
19bw54255	1	1	28	3	4	15	>=14	18	3	4	14	>=14	10	0	0	10	>=9	11	1	3	11	8-11	7	2	1	6	5-7
19bw23753	1	0	24	11	0	12	10-13	14	11	0	8	<10	10	0	0	10	>=9	10	5	0	8	8-11	4	6	0	2	<5
19bw13134	1	1	29	6	0	15	>=14	19	6	0	14	>=14	10	0	0	10	>=9	11	4	0	10	8-11	8	2	0	7	>=7
19bw18035	1	0	16	19	0	6	<10	10	15	0	4	<10	6	4	0	5	<7	6	9	0	3	<8	4	6	0	2	<5
19bw31355	1	1	32	2	1	18	>=14	22	2	1	17	>=14	10	0	0	10	>=9	12	2	1	11	8-11	10	0	0	10	>=7
19bw26292	1	0	13	22	0	3	<10	10	15	0	4	<10	3	7	0	1	<7	5	10	0	2	<8	5	5	0	3	<5
19bw53018	1	1	27	7	1	14	>=14	17	7	1	12	10-13	10	0	0	10	>=9	13	2	0	12	>=12	4	5	1	2	<5
19bw42577	1	0	19	16	0	8	<10	13	12	0	7	<10	6	4	0	5	<7	7	8	0	4	<8	6	4	0	5	5-7
19bw79787	1	1	27	8	0	14	>=14	17	8	0	11	10-13	10	0	0	10	>=9	11	4	0	10	8-11	6	4	0	5	5-7
19bw59296	1	1	29	6	0	15	>=14	20	5	0	15	>=14	9	1	0	9	>=9	12	3	0	11	8-11	8	2	0	7	>=7
19bw55080	1	1	25	6	4	13	10-13	17	4	4	13	10-13	8	2	0	7	7-8	9	3	3	8	8-11	8	1	1	8	>=7
19bw40101	1	1	27	3	5	15	>=14	17	3	5	13	10-13	10	0	0	10	>=9	9	2	4	8	8-11	8	1	1	8	>=7
19bw75744	1	1	24	5	6	13	10-13	14	5	6	10	10-13	10	0	0	10	>=9	7	3	5	6	<8	7	2	1	6	5-7
19bw57395	1	0	11	24	0	2	<10	5	20	0	0	<10	6	4	0	5	<7	3	12	0	0	<8	2	8	0	0	<5
19bw95932	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	14	1	0	14	>=12	9	1	0	9	>=7
19bw29217	1	0	23	12	0	11	10-13	15	10	0	9	<10	8	2	0	7	7-8	8	7	0	6	<8	7	3	0	6	5-7
19bw95334	1	1	26	6	3	14	>=14	17	5	3	12	10-13	9	1	0	9	>=9	9	4	2	8	8-11	8	1	1	8	>=7
19bw82576	1	1	25	6	4	13	10-13	17	5	3	12	10-13	8	1	1	8	7-8	10	2	3	9	8-11	7	3	0	6	5-7
19bw70023	1	0	21	4	10	11	10-13	12	4	9	9	<10	9	0	1	9	>=9	7	2	6	6	<8	5	2	3	4	<5
19bw22458	1	0	22	13	0	10	10-13	14	11	0	8	<10	8	2	0	7	7-8	9	6	0	7	<8	5	5	0	3	<5
19bw24416	1	1	24	6	5	13	10-13	16	5	4	11	10-13	8	1	1	8	7-8	7	4	4	6	<8	9	1	0	9	>=7
19bw61451	1	0	21	7	7	11	10-13	13	6	6	9	<10	8	1	1	8	7-8	8	2	5	7	<8	5	4	1	4	<5
19bw96828	1	1	28	1	6	16	>=14	19	1	5	15	>=14	9	0	1	9	>=9	11	0	4	11	8-11	8	1	1	8	>=7
19bw61054	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	15	0	0	15	>=12	8	2	0	7	>=7
19bw54192	1	1	33	2	0	18	>=14	23	2	0	18	>=14	10	0	0	10	>=9	15	0	0	15	>=12	8	2	0	7	>=7
19bw74326	1	0	18	17	0	7	<10	13	12	0	7	<10	5	5	0	3	<7	7	8	0	4	<8	6	4	0	5	5-7
19bw21510	1	0	24	11	0	12	10-13	15	10	0	9	<10	9	1	0	9	>=9	7	8	0	4	<8	8	2	0	7	>=7
19bw57241	1	1	28	4	3	15	>=14	19	4	2	14	>=14	9	0	1	9	>=9	10	3	2	9	8-11	9	1	0	9	>=7
19bw17351	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	13	2	0	12	>=12	7	3	0	6	5-7
19bw31122	1	1	23	10	2	11	10-13	15	8	2	10	10-13	8	2	0	7	7-8	6	7	2	4	<8	9	1	0	9	>=7
19bw33794	1	0	19	10	6	9	<10	12	7	6	8	<10	7	3	0	6	<7	7	3	5	6	<8	5	4	1	4	<5
19bw44261	1	1	27	4	4	15	>=14	17	4	4	13	10-13	10	0	0	10	>=9	7	4	4	6	<8	10	0	0	10	>=7
19bw70978	1	1	30	5	0	16	>=14	20	5	0	15	>=14	10	0	0	10	>=9	11	4	0	10	8-11	9	1	0	9	>=7
19bw89103	1	1	29	6	0	15	>=14	19	6	0	14	>=14	10	0	0	10	>=9	12	3	0	11	8-11	7	3	0	6	5-7
19bw40025	1	0	24	11	0	12	10-13	15	10	0	9	<10	9	1	0	9	>=9	9	6	0	7	<8	6	4	0	5	5-7
19bw58958	1	1	35	0	0	20	>=14	25	0	0	20	>=14	10	0	0	10	>=9	15	0	0	15	>=12	10	0	0	10	>=7
19bw64276	1	0	6	29	0	0	<10	4	21	0	0	<10	2	8	0	0	<7	1	14	0	0	<8	3	7	0	1	<5
